# Version 1.00
#
freq[Hz];db:Trc1_S11;ang:Trc1_S11;db:Trc2_S21;ang:Trc2_S21;db:Trc3_S21;ang:Trc3_S21;db:Trc4_S22;ang:Trc4_S22;db:Mem5[Trc2]_S21;ang:Mem5[Trc2]_S21;db:Mem6[Trc3]_S21;ang:Mem6[Trc3]_S21;
2.610000000000000E+09;-5.100119634712662E+00;-9.118362208522193E+00;1.586349147550728E+01;2.957158254141082E+01;1.586349147550728E+01;2.957158254141082E+01;-6.041265528735455E+00;-1.152812174265610E+02;5.837983676716844E+01;5.868037459868741E+00;1.641545044168245E+01;2.460148913144127E+01;
2.611000000000000E+09;-5.109311167967054E+00;-9.319711223612615E+00;1.588330344639425E+01;2.834820163163529E+01;1.588330344639425E+01;2.834820163163529E+01;-6.045843136830031E+00;-1.170794479419454E+02;5.848689833231489E+01;6.189184458622894E+00;1.643023631725844E+01;2.338266068879198E+01;
2.612000000000000E+09;-5.129250821207872E+00;-9.540646396836754E+00;1.589619602044803E+01;2.712825077522916E+01;1.589619602044803E+01;2.712825077522916E+01;-6.042253106363296E+00;-1.189053658666419E+02;5.843657709825393E+01;4.564119327738045E+00;1.644344084280316E+01;2.215871290465423E+01;
2.613000000000000E+09;-5.142433530714547E+00;-9.707526499021517E+00;1.590914915906731E+01;2.591497941973667E+01;1.590914915906731E+01;2.591497941973667E+01;-6.044179098229801E+00;-1.207403642928996E+02;5.838824330582237E+01;6.738445105628023E+00;1.645470388480835E+01;2.093284951122475E+01;
2.614000000000000E+09;-5.155067841256090E+00;-9.958328743366875E+00;1.592535229087385E+01;2.470763163026403E+01;1.592535229087385E+01;2.470763163026403E+01;-6.037468397674258E+00;-1.225608544104995E+02;5.836791293616612E+01;4.885590321322804E+00;1.646923180956782E+01;1.972143673650114E+01;
2.615000000000000E+09;-5.167791972858669E+00;-1.013414790307847E+01;1.593369125545947E+01;2.348752541291126E+01;1.593369125545947E+01;2.348752541291126E+01;-6.040458011341784E+00;-1.244078536407467E+02;5.838207792703359E+01;5.528019980045624E+00;1.648006351253787E+01;1.849155473808382E+01;
2.616000000000000E+09;-5.182828343256569E+00;-1.032887614326974E+01;1.595421755964318E+01;2.222542074879900E+01;1.595421755964318E+01;2.222542074879900E+01;-6.034541052033275E+00;-1.262409777726571E+02;5.827808285296265E+01;4.973157133237661E+00;1.649598216532796E+01;1.724118365761226E+01;
2.617000000000000E+09;-5.198169841761157E+00;-1.055290773450179E+01;1.597159292465552E+01;2.102522202850876E+01;1.597159292465552E+01;2.102522202850876E+01;-6.031594391270065E+00;-1.280056145081761E+02;5.822395584610802E+01;6.194416941639433E+00;1.651121472738072E+01;1.602493426685903E+01;
2.618000000000000E+09;-5.213059301418794E+00;-1.076144824954683E+01;1.598302929369886E+01;1.980439067305287E+01;1.598302929369886E+01;1.980439067305287E+01;-6.028808147608181E+00;-1.298428803201621E+02;5.853409808743628E+01;5.972478458539980E+00;1.652208397791270E+01;1.480165704052573E+01;
2.619000000000000E+09;-5.223623013633181E+00;-1.094912439510789E+01;1.600319969476985E+01;1.858634453494738E+01;1.600319969476985E+01;1.858634453494738E+01;-6.032381590593744E+00;-1.316593445243282E+02;5.813362330632052E+01;6.746862766682487E+00;1.654216730303868E+01;1.356762777357427E+01;
2.620000000000000E+09;-5.242579856325000E+00;-1.117412648015003E+01;1.601497699203463E+01;1.735998646563432E+01;1.601497699203463E+01;1.735998646563432E+01;-6.038044714436889E+00;-1.334047773445724E+02;5.837168018343047E+01;5.373445545691092E+00;1.655188428176442E+01;1.234772116336842E+01;
2.621000000000000E+09;-5.251587181203181E+00;-1.136892866216179E+01;1.603402283226696E+01;1.612412496529888E+01;1.603402283226696E+01;1.612412496529888E+01;-6.030630247740856E+00;-1.352411501370866E+02;5.859201931001635E+01;5.499849942377249E+00;1.656915240065204E+01;1.111254307854014E+01;
2.622000000000000E+09;-5.269267885437237E+00;-1.156573568537056E+01;1.605392792156135E+01;1.494185707459997E+01;1.605392792156135E+01;1.494185707459997E+01;-6.038235106840325E+00;-1.370304377750916E+02;5.834685335759836E+01;5.718174643061732E+00;1.658821397243835E+01;9.906768564702729E+00;
2.623000000000000E+09;-5.283831439421659E+00;-1.177783611852950E+01;1.606886335107643E+01;1.369494590042298E+01;1.606886335107643E+01;1.369494590042298E+01;-6.026964940947518E+00;-1.387912959658277E+02;5.815098857216499E+01;4.663685051270913E+00;1.660312530710804E+01;8.661477040184336E+00;
2.624000000000000E+09;-5.305133830003085E+00;-1.200178092045665E+01;1.608758223839963E+01;1.247665041806881E+01;1.608758223839963E+01;1.247665041806881E+01;-6.031872131174088E+00;-1.405272473882160E+02;5.799836619276549E+01;6.304058770851965E+00;1.662282333872051E+01;7.439235996212944E+00;
2.625000000000000E+09;-5.314179083439475E+00;-1.220722673872484E+01;1.610276623356720E+01;1.129196765431382E+01;1.610276623356720E+01;1.129196765431382E+01;-6.039207098605552E+00;-1.422783143879672E+02;5.821253308491895E+01;6.203828628975349E+00;1.663537575684013E+01;6.234440487640642E+00;
2.626000000000000E+09;-5.330884689934026E+00;-1.243151220030439E+01;1.612164294681596E+01;1.005502583559774E+01;1.612164294681596E+01;1.005502583559774E+01;-6.047177745143976E+00;-1.440543129264825E+02;5.833397811482696E+01;3.890220828743641E+00;1.665523190918621E+01;5.002407203201430E+00;
2.627000000000000E+09;-5.349982827030675E+00;-1.266823849614780E+01;1.613773166959165E+01;8.847820232635904E+00;1.613773166959165E+01;8.847820232635904E+00;-6.042921836931098E+00;-1.458511893370595E+02;5.817769251202016E+01;4.709187061456058E+00;1.666972865187829E+01;3.778271972326786E+00;
2.628000000000000E+09;-5.362083347385932E+00;-1.283527430930956E+01;1.616015891592025E+01;7.614180075897487E+00;1.616015891592025E+01;7.614180075897487E+00;-6.039181277273581E+00;-1.475623380692801E+02;5.834870293980530E+01;6.054583152385815E+00;1.668855602207336E+01;2.545996061337397E+00;
2.629000000000000E+09;-5.376971110199373E+00;-1.309248243576567E+01;1.617779898720086E+01;6.410529718204173E+00;1.617779898720086E+01;6.410529718204173E+00;-6.050932410192332E+00;-1.492904333369561E+02;5.802162729372444E+01;6.124589800584274E+00;1.670846090040752E+01;1.324906787762233E+00;
2.630000000000000E+09;-5.399089753138323E+00;-1.325439715763513E+01;1.619500585749205E+01;5.206704591965403E+00;1.619500585749205E+01;5.206704591965403E+00;-6.054675252342733E+00;-1.510206558765844E+02;5.818550102540765E+01;4.350968177921003E+00;1.672420858016504E+01;1.261087427301517E-01;
2.631000000000000E+09;-5.414076041306614E+00;-1.349957761794644E+01;1.621615002427193E+01;4.010095674690495E+00;1.621615002427193E+01;4.010095674690495E+00;-6.057650250188422E+00;-1.527419211580497E+02;5.816837521346063E+01;2.954135612153237E+00;1.674439243661728E+01;-1.080707497925522E+00;
2.632000000000000E+09;-5.419389281479109E+00;-1.373880025886084E+01;1.623538789216233E+01;2.780912718134890E+00;1.623538789216233E+01;2.780912718134890E+00;-6.063031482389787E+00;-1.544535401767997E+02;5.825543837061537E+01;5.825591583111152E+00;1.676172580197984E+01;-2.333828087277763E+00;
2.633000000000000E+09;-5.448562708776854E+00;-1.394702999874633E+01;1.625522906539636E+01;1.593838259457319E+00;1.625522906539636E+01;1.593838259457319E+00;-6.074547134435148E+00;-1.561274847120310E+02;5.810208205655582E+01;5.128604592214627E+00;1.678430965946146E+01;-3.525722151089979E+00;
2.634000000000000E+09;-5.459524691999676E+00;-1.414694981097906E+01;1.627490401336989E+01;3.468603246732909E-01;1.627490401336989E+01;3.468603246732909E-01;-6.080022244926963E+00;-1.578522269351736E+02;5.816707659862345E+01;6.207722181347044E+00;1.680170363286601E+01;-4.780966331253493E+00;
2.635000000000000E+09;-5.488184087970741E+00;-1.441611956835535E+01;1.629259551457649E+01;-8.523230298235966E-01;1.629259551457649E+01;-8.523230298235966E-01;-6.093326267984543E+00;-1.595231369517529E+02;5.802783036529759E+01;4.244358740425614E+00;1.681996811677216E+01;-5.990707202442992E+00;
2.636000000000000E+09;-5.493253160413445E+00;-1.457407501516237E+01;1.631504828513835E+01;-2.079690789655978E+00;1.631504828513835E+01;-2.079690789655978E+00;-6.100552607031973E+00;-1.612348294707536E+02;5.807564500819788E+01;3.639531825961280E+00;1.683896243108726E+01;-7.235338580404309E+00;
2.637000000000000E+09;-5.515624450762285E+00;-1.481700552973790E+01;1.633608420528861E+01;-3.270531296401539E+00;1.633608420528861E+01;-3.270531296401539E+00;-6.111928965436712E+00;-1.629604180681796E+02;5.832557671986812E+01;4.778951078158771E+00;1.685924190951524E+01;-8.431301804146406E+00;
2.638000000000000E+09;-5.538232695256715E+00;-1.501833191102597E+01;1.635592042847612E+01;-4.478656543106789E+00;1.635592042847612E+01;-4.478656543106789E+00;-6.120750523050416E+00;-1.646277105142311E+02;5.809602853496310E+01;5.097972413201242E+00;1.687904678409814E+01;-9.654994489099492E+00;
2.639000000000000E+09;-5.547683757032058E+00;-1.523765471251254E+01;1.638123768844735E+01;-5.713183217177311E+00;1.638123768844735E+01;-5.713183217177311E+00;-6.131987210491657E+00;-1.663122506478772E+02;5.807624011871382E+01;4.581380359371066E+00;1.690288058258604E+01;-1.089472617996384E+01;
2.640000000000000E+09;-5.574161210422566E+00;-1.550427778499990E+01;1.640182938200284E+01;-6.902423812764368E+00;1.640182938200284E+01;-6.902423812764368E+00;-6.143647551665853E+00;-1.680403223065901E+02;5.795713534017342E+01;5.363647116461128E+00;1.692563162971187E+01;-1.210412226582270E+01;
2.641000000000000E+09;-5.586686313348496E+00;-1.574689044441365E+01;1.642613911952637E+01;-8.125944730021843E+00;1.642613911952637E+01;-8.125944730021843E+00;-6.151019640405026E+00;-1.696664445001568E+02;5.820988313878594E+01;4.900690046592675E+00;1.694897905958975E+01;-1.334045546961886E+01;
2.642000000000000E+09;-5.610975365933449E+00;-1.592834162695557E+01;1.644577971365356E+01;-9.332011286393879E+00;1.644577971365356E+01;-9.332011286393879E+00;-6.166958327154928E+00;-1.713401740559948E+02;5.811632636302949E+01;4.157474013888922E+00;1.697050140961021E+01;-1.456542619071724E+01;
2.643000000000000E+09;-5.627837488136511E+00;-1.616312357250953E+01;1.647470888517226E+01;-1.054165052098399E+01;1.647470888517226E+01;-1.054165052098399E+01;-6.187452023267999E+00;-1.729779415484648E+02;5.800132605419322E+01;5.868437964548645E+00;1.699696701445244E+01;-1.579696208440204E+01;
2.644000000000000E+09;-5.649394159858302E+00;-1.636394182814426E+01;1.649267778870662E+01;-1.173733654404556E+01;1.649267778870662E+01;-1.173733654404556E+01;-6.202853392309095E+00;-1.745604125188659E+02;5.786451036651129E+01;3.702039381056239E+00;1.701484492901044E+01;-1.701070868296607E+01;
2.645000000000000E+09;-5.667587234118480E+00;-1.658473292873589E+01;1.651921886124856E+01;-1.298350883439552E+01;1.651921886124856E+01;-1.298350883439552E+01;-6.212863187075303E+00;-1.763095779079955E+02;5.813748460399562E+01;7.036656875161757E+00;1.703983598604921E+01;-1.827506348734387E+01;
2.646000000000000E+09;-5.687157861936154E+00;-1.682885243002602E+01;1.654405412874016E+01;-1.421204190419097E+01;1.654405412874016E+01;-1.421204190419097E+01;-6.242164856304548E+00;-1.779096538745580E+02;5.826787796125744E+01;4.902044261216175E+00;1.706376461085052E+01;-1.952238875286827E+01;
2.647000000000000E+09;-5.711007473460836E+00;-1.704745893616240E+01;1.656759448830740E+01;-1.540424530022583E+01;1.656759448830740E+01;-1.540424530022583E+01;-6.260562036868571E+00;-1.795648564994545E+02;5.800014074236816E+01;6.285368804233583E+00;1.708797452555367E+01;-2.073006091823101E+01;
2.648000000000000E+09;-5.724856087096192E+00;-1.728884732477921E+01;1.659285470085781E+01;-1.662808630496481E+01;1.659285470085781E+01;-1.662808630496481E+01;-6.282885122077016E+00;1.788064772071762E+02;5.834532768376513E+01;5.296140643415120E+00;1.711076292802139E+01;-2.194975199190512E+01;
2.649000000000000E+09;-5.749065880105584E+00;-1.752256159617967E+01;1.661702773867501E+01;-1.783765324789927E+01;1.661702773867501E+01;-1.783765324789927E+01;-6.305755883104402E+00;1.772156693230089E+02;5.805062934221652E+01;3.818182847216256E+00;1.713577537751777E+01;-2.319911847942472E+01;
2.650000000000000E+09;-5.763840234873594E+00;-1.774289250232703E+01;1.664286380215220E+01;-1.907409963583638E+01;1.664286380215220E+01;-1.907409963583638E+01;-6.323700448685933E+00;1.755081300622669E+02;5.795530175084826E+01;4.536347147416815E+00;1.715794853782629E+01;-2.444820130487432E+01;
2.651000000000000E+09;-5.794676337868337E+00;-1.798704104277899E+01;1.666857628849864E+01;-2.029755962246326E+01;1.666857628849864E+01;-2.029755962246326E+01;-6.355129882821097E+00;1.739262691968958E+02;5.816968140722526E+01;6.457315665289344E+00;1.718485920050436E+01;-2.569028275847056E+01;
2.652000000000000E+09;-5.816168127501987E+00;-1.820506973596786E+01;1.669393051211818E+01;-2.150373836572514E+01;1.669393051211818E+01;-2.150373836572514E+01;-6.384007030521265E+00;1.723086129015496E+02;5.796677574541118E+01;4.900993875664439E+00;1.720955615663713E+01;-2.691554179744575E+01;
2.653000000000000E+09;-5.839703117947222E+00;-1.843813893306586E+01;1.672214517249482E+01;-2.275265794295300E+01;1.672214517249482E+01;-2.275265794295300E+01;-6.392339298986322E+00;1.707283728346117E+02;5.801004406961546E+01;5.448408850315023E+00;1.723732274956904E+01;-2.818052954190620E+01;
2.654000000000000E+09;-5.862152326802644E+00;-1.865339544907468E+01;1.674534410322622E+01;-2.398061285299404E+01;1.674534410322622E+01;-2.398061285299404E+01;-6.436197210904597E+00;1.690911390705077E+02;5.788779320853187E+01;4.081854202332849E+00;1.725934776838621E+01;-2.944022045576234E+01;
2.655000000000000E+09;-5.885297448650446E+00;-1.887567533055384E+01;1.677755939283272E+01;-2.518135558913889E+01;1.677755939283272E+01;-2.518135558913889E+01;-6.463549047378667E+00;1.674576721463017E+02;5.823705942649006E+01;5.104994788072760E+00;1.729005934795033E+01;-3.066355810895708E+01;
2.656000000000000E+09;-5.904121682621721E+00;-1.909102007282598E+01;1.680436756722170E+01;-2.646058111998428E+01;1.680436756722170E+01;-2.646058111998428E+01;-6.493377382856506E+00;1.658974780493459E+02;5.772419144309915E+01;5.610822130322293E+00;1.731619601154143E+01;-3.194391618679932E+01;
2.657000000000000E+09;-5.931440461728181E+00;-1.935758500009576E+01;1.683234724141591E+01;-2.767663626672895E+01;1.683234724141591E+01;-2.767663626672895E+01;-6.530317697336898E+00;1.642567946452953E+02;5.795500611066817E+01;4.371936455649457E+00;1.734214896121090E+01;-3.319768213677018E+01;
2.658000000000000E+09;-5.962705473959277E+00;-1.955993219527116E+01;1.686022231270746E+01;-2.891687040344977E+01;1.686022231270746E+01;-2.891687040344977E+01;-6.562745504237163E+00;1.626456206308830E+02;5.809886598366624E+01;6.475649863175029E+00;1.737067884106630E+01;-3.444561805187285E+01;
2.659000000000000E+09;-5.984077631307531E+00;-1.976725825212026E+01;1.688792037458463E+01;-3.014272557587789E+01;1.688792037458463E+01;-3.014272557587789E+01;-6.600693798930486E+00;1.610424035599814E+02;5.808352544276286E+01;5.187042306322565E+00;1.739490644885948E+01;-3.569658966917059E+01;
2.660000000000000E+09;-6.009481327521810E+00;-1.999026365802241E+01;1.691675684187959E+01;-3.136584429135544E+01;1.691675684187959E+01;-3.136584429135544E+01;-6.634459825445148E+00;1.594727289370101E+02;5.810147715118117E+01;4.572714816425814E+00;1.742291631361620E+01;-3.695846045461580E+01;
2.661000000000000E+09;-6.037205510005393E+00;-2.024835495970825E+01;1.694114538675249E+01;-3.262141030566357E+01;1.694114538675249E+01;-3.262141030566357E+01;-6.673871221071358E+00;1.578465699341690E+02;5.791734126364932E+01;4.741355950815885E+00;1.744825767822023E+01;-3.822839960528149E+01;
2.662000000000000E+09;-6.059012198630931E+00;-2.044953994202945E+01;1.697011265357962E+01;-3.387312006112182E+01;1.697011265357962E+01;-3.387312006112182E+01;-6.712464994273068E+00;1.562430715106034E+02;5.794095549871867E+01;5.103023706999832E+00;1.747511744431304E+01;-3.950109196805586E+01;
2.663000000000000E+09;-6.084360483068171E+00;-2.065083753244770E+01;1.700089009350438E+01;-3.511078551794820E+01;1.700089009350438E+01;-3.511078551794820E+01;-6.756481309123510E+00;1.546728565978609E+02;5.795536077877777E+01;5.140262738714396E+00;1.750504316334124E+01;-4.076655181865165E+01;
2.664000000000000E+09;-6.110041146117434E+00;-2.089436144029699E+01;1.703019620394475E+01;-3.637304138970174E+01;1.703019620394475E+01;-3.637304138970174E+01;-6.786852610674789E+00;1.530610859145007E+02;5.790446257444437E+01;4.959098138525524E+00;1.753266391237793E+01;-4.204076141185867E+01;
2.665000000000000E+09;-6.136058678923233E+00;-2.104674370330694E+01;1.706182928112706E+01;-3.761734155762061E+01;1.706182928112706E+01;-3.761734155762061E+01;-6.837166015120490E+00;1.514508419059795E+02;5.794946853965718E+01;4.923435168510993E+00;1.756224302439982E+01;-4.331267631811458E+01;
2.666000000000000E+09;-6.166652821717013E+00;-2.130210113775880E+01;1.708966955625005E+01;-3.887591051652102E+01;1.708966955625005E+01;-3.887591051652102E+01;-6.881820792597240E+00;1.499024226225894E+02;5.790900988108596E+01;3.494427392867411E+00;1.759009662541582E+01;-4.459889176002748E+01;
2.667000000000000E+09;-6.195015378196278E+00;-2.148517888124238E+01;1.712332359990278E+01;-4.011272429853586E+01;1.712332359990278E+01;-4.011272429853586E+01;-6.931426289094231E+00;1.482879802257996E+02;5.791187863201050E+01;3.423363333398486E+00;1.761851846634764E+01;-4.585368138167807E+01;
2.668000000000000E+09;-6.225859926139536E+00;-2.171860318214653E+01;1.714824408092008E+01;-4.138748437793604E+01;1.714824408092008E+01;-4.138748437793604E+01;-6.981211319947517E+00;1.466817347620469E+02;5.761316168780220E+01;6.325299425522148E+00;1.764449531526437E+01;-4.716370532440489E+01;
2.669000000000000E+09;-6.249860027436593E+00;-2.187173180065993E+01;1.717893921874594E+01;-4.262134833331050E+01;1.717893921874594E+01;-4.262134833331050E+01;-7.027963872977741E+00;1.451389635137720E+02;5.800201859097073E+01;3.813849275107674E+00;1.767235117894800E+01;-4.842597135689605E+01;
2.670000000000000E+09;-6.279606344734908E+00;-2.211318078537214E+01;1.721359966640363E+01;-4.388144220072243E+01;1.721359966640363E+01;-4.388144220072243E+01;-7.081943343371276E+00;1.434939026448027E+02;5.775318692689324E+01;5.991383054446369E+00;1.770568280399802E+01;-4.971397593499731E+01;
2.671000000000000E+09;-6.307774366076899E+00;-2.235724526740939E+01;1.724148522716881E+01;-4.513479437770231E+01;1.724148522716881E+01;-4.513479437770231E+01;-7.142369394801037E+00;1.419005279222127E+02;5.781750833733831E+01;6.215448911108260E+00;1.773170803805866E+01;-5.099507847468993E+01;
2.672000000000000E+09;-6.331397380780565E+00;-2.253859960008941E+01;1.727027415722602E+01;-4.643109996208755E+01;1.727027415722602E+01;-4.643109996208755E+01;-7.195289433928994E+00;1.403502540233944E+02;5.784325448235606E+01;5.390595260868299E+00;1.775980904246811E+01;-5.230357330712793E+01;
2.673000000000000E+09;-6.362256438466037E+00;-2.273878580468294E+01;1.730372187086654E+01;-4.766598739285971E+01;1.730372187086654E+01;-4.766598739285971E+01;-7.258490434279193E+00;1.387433024629804E+02;5.796130784342413E+01;6.244116671508950E+00;1.778814417108694E+01;-5.357864353403155E+01;
2.674000000000000E+09;-6.397170905603464E+00;-2.291777518214725E+01;1.733625171672869E+01;-4.894286317636090E+01;1.733625171672869E+01;-4.894286317636090E+01;-7.315698693567876E+00;1.372253021028719E+02;5.771977006712611E+01;5.116780698280438E+00;1.782020018162139E+01;-5.489204189015540E+01;
2.675000000000000E+09;-6.421531055729115E+00;-2.317462926389070E+01;1.736172978194069E+01;-5.020925162603576E+01;1.736172978194069E+01;-5.020925162603576E+01;-7.376209142601567E+00;1.356015786294229E+02;5.776903373118494E+01;3.838954583520635E+00;1.784389606966189E+01;-5.617313171072199E+01;
2.676000000000000E+09;-6.455929212996631E+00;-2.336050500995050E+01;1.739764452890193E+01;-5.146689904173034E+01;1.739764452890193E+01;-5.146689904173034E+01;-7.434898183516178E+00;1.339952880446739E+02;5.768220530840992E+01;4.404550732891151E+00;1.787593474094615E+01;-5.745678986385574E+01;
2.677000000000000E+09;-6.491854940275586E+00;-2.356678926779457E+01;1.742498149367363E+01;-5.278078662014879E+01;1.742498149367363E+01;-5.278078662014879E+01;-7.499820548283507E+00;1.323849357512047E+02;5.796577398231858E+01;4.468388898057590E+00;1.790463987265350E+01;-5.878772475785399E+01;
2.678000000000000E+09;-6.520319486841432E+00;-2.373588649388282E+01;1.745777947808281E+01;-5.404754656007351E+01;1.745777947808281E+01;-5.404754656007351E+01;-7.570204880049609E+00;1.308065924106802E+02;5.779657240996648E+01;6.212149279692452E+00;1.792988628397494E+01;-6.009413223044312E+01;
2.679000000000000E+09;-6.556166155511254E+00;-2.390607739066791E+01;1.749113611934300E+01;-5.533459972196034E+01;1.749113611934300E+01;-5.533459972196034E+01;-7.635648902850905E+00;1.292211360704830E+02;5.787243072688856E+01;4.286942677756856E+00;1.796427769447289E+01;-6.140366360319695E+01;
2.680000000000000E+09;-6.586521397056933E+00;-2.415195818474659E+01;1.751900180064816E+01;-5.658709878758511E+01;1.751900180064816E+01;-5.658709878758511E+01;-7.711249030733450E+00;1.276549218063659E+02;5.784880428815874E+01;3.507102326538232E+00;1.798980981543193E+01;-6.267161134155305E+01;
2.681000000000000E+09;-6.619747136018622E+00;-2.432447407089269E+01;1.755178658278452E+01;-5.790651789119653E+01;1.755178658278452E+01;-5.790651789119653E+01;-7.786192060246552E+00;1.260134785381900E+02;5.792279536615200E+01;5.327572000768418E+00;1.801822342730119E+01;-6.403186481064586E+01;
2.682000000000000E+09;-6.650941275505867E+00;-2.446094866706790E+01;1.758547344703937E+01;-5.920658235077998E+01;1.758547344703937E+01;-5.920658235077998E+01;-7.848360289554890E+00;1.244355599900624E+02;5.779705596407150E+01;6.397313352264137E+00;1.804721863014183E+01;-6.536080220141454E+01;
2.683000000000000E+09;-6.686077237440536E+00;-2.469564525328846E+01;1.761476775437910E+01;-6.050399990316930E+01;1.761476775437910E+01;-6.050399990316930E+01;-7.929749237438227E+00;1.228355257436579E+02;5.769817264819486E+01;4.944931350974368E+00;1.807529708180227E+01;-6.668375419852848E+01;
2.684000000000000E+09;-6.728351143606185E+00;-2.488211621242764E+01;1.764578336345528E+01;-6.179252105242452E+01;1.764578336345528E+01;-6.179252105242452E+01;-8.001984814984818E+00;1.212752353229173E+02;5.768038903371015E+01;5.244114670414047E+00;1.810431330845251E+01;-6.800022207267824E+01;
2.685000000000000E+09;-6.756163378634925E+00;-2.506107947658949E+01;1.768096486066512E+01;-6.312017198956762E+01;1.768096486066512E+01;-6.312017198956762E+01;-8.089641369151165E+00;1.196589932949677E+02;5.769059577099444E+01;5.416348364399433E+00;1.813433912740141E+01;-6.935127959370641E+01;
2.686000000000000E+09;-6.794210693745921E+00;-2.521480655277565E+01;1.771606546097917E+01;-6.440304913546943E+01;1.771606546097917E+01;-6.440304913546943E+01;-8.182621591621928E+00;1.181056577374673E+02;5.781517568632260E+01;4.710125038231343E+00;1.816786498494312E+01;-7.066836776386660E+01;
2.687000000000000E+09;-6.835772325037227E+00;-2.535660247344708E+01;1.774517696236012E+01;-6.572481110496480E+01;1.774517696236012E+01;-6.572481110496480E+01;-8.250692020117604E+00;1.164693703905876E+02;5.762866532516169E+01;4.633490406070245E+00;1.819473387998823E+01;-7.201667604190337E+01;
2.688000000000000E+09;-6.868594025206574E+00;-2.551628432942062E+01;1.777455016303621E+01;-6.705474929276053E+01;1.777455016303621E+01;-6.705474929276053E+01;-8.353925948050678E+00;1.149014936528029E+02;5.778076783294678E+01;4.463564243789928E+00;1.822226023992411E+01;-7.337077760355314E+01;
2.689000000000000E+09;-6.909704652170286E+00;-2.568931529146619E+01;1.780849752986323E+01;-6.837079974665194E+01;1.780849752986323E+01;-6.837079974665194E+01;-8.437387983452485E+00;1.133147357939248E+02;5.770159509866924E+01;5.538626500397972E+00;1.825259266827249E+01;-7.470831744824532E+01;
2.690000000000000E+09;-6.941488001474712E+00;-2.585797935872133E+01;1.783912724216547E+01;-6.971362290687240E+01;1.783912724216547E+01;-6.971362290687240E+01;-8.520791625446888E+00;1.117065283390160E+02;5.781306213507445E+01;5.758563569696706E+00;1.827818289593850E+01;-7.606225879277950E+01;
