9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
9.91e+37,9.91e+37
