1.216160893,18.15873718
1.152432203,18.27422523
1.135038018,18.30132484
1.185353875,18.35784149
1.162309289,18.45775414
1.215107679,18.50793457
1.256937385,18.55294037
1.175187469,18.63473701
1.242255926,18.61429977
1.165126443,18.60674095
1.165462613,18.54888725
1.202155709,18.5796299
1.221403718,18.46137619
1.249095678,18.47603989
1.254785776,18.36385536
1.223711967,18.34427071
1.197172999,18.23202133
1.138133287,18.21375275
1.185452342,18.18674088
1.233665466,18.08719635
1.205071807,18.19403458
1.232621312,18.14885139
1.254094958,18.15058517
1.180170655,18.10245514
1.202023983,18.26037979
1.227310896,18.16998863
1.250550866,18.32149506
1.265192986,18.30682945
1.185940623,18.33289146
1.218329906,18.367239
1.194012642,18.33816338
1.230458498,18.28513527
1.217193246,18.25846481
1.23492837,18.4121933
1.214619398,18.18872261
1.172503233,18.11034012
1.195959091,18.03422737
1.157738328,18.04936028
1.236381173,17.97003555
1.185302138,17.90046883
1.194657683,17.87285423
