1.250180006,17.93629646
1.172943592,18.07540131
1.280326366,18.10759354
1.229474783,18.1680603
1.236096859,18.24735832
1.261367321,18.3351326
1.263534904,18.43916702
1.195988297,18.54422379
1.242643237,18.51890182
1.20636785,18.49065971
1.285152435,18.49232101
1.182695746,18.51694489
1.251442313,18.40051842
1.216884971,18.42779732
1.260614157,18.31787109
1.207195401,18.22106934
1.205195665,18.17399216
1.21810627,18.13324928
1.269104481,18.09001923
1.253498077,18.03799438
1.266571999,18.06454086
1.263154268,18.06084061
1.245911837,18.09330368
1.261397958,18.02502251
1.193941474,18.1346302
1.276762843,18.0837059
1.182590485,18.23719597
1.289482355,18.19835663
1.248683691,18.23134422
1.29468286,18.20275116
1.274181724,18.24375725
1.279034019,18.19942093
1.262773156,18.14313889
1.25516212,18.33956337
1.252566695,18.05853271
1.247826695,18.07059479
1.27748549,17.95502663
1.234253883,17.90503693
1.288718224,17.86598587
1.223636746,17.84669304
1.273683548,17.85437202
