# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S22;im:Trc2_S22;re:Trc3_S21;im:Trc3_S21;
2.030000000000000E+09;6.626666921537773E-01;-5.182127373608809E-01;7.306610165274258E-01;-4.279528414739352E-01;-1.608154383866641E-04;-2.089880339413365E-03;
2.031250000000000E+09;6.309987701018029E-01;-5.558910161141328E-01;7.041552103268685E-01;-4.695438772110953E-01;-2.994290485013546E-04;-2.104095887174014E-03;
2.032500000000000E+09;5.974978335111619E-01;-5.916450317321579E-01;6.757842111392891E-01;-5.095250480686879E-01;-4.300147284824750E-04;-2.052797573681985E-03;
2.033750000000000E+09;5.618402031862928E-01;-6.255778068707692E-01;6.449368311141270E-01;-5.477411875866278E-01;-5.572564349256303E-04;-2.035429284359445E-03;
2.035000000000000E+09;5.242673921257009E-01;-6.572010426137688E-01;6.119802033265358E-01;-5.842094481771729E-01;-6.750933857297787E-04;-1.993075353619972E-03;
2.036250000000000E+09;4.851943187512809E-01;-6.867713285084982E-01;5.767166368993365E-01;-6.187303245193846E-01;-8.252755051702072E-04;-1.947298902604972E-03;
2.037500000000000E+09;4.440068403139544E-01;-7.137827218295532E-01;5.394144396634901E-01;-6.511535764090872E-01;-9.328605186593440E-04;-1.871978695378400E-03;
2.038750000000000E+09;4.015493988283866E-01;-7.385152846566665E-01;5.005828308700959E-01;-6.814516977604262E-01;-1.051735903794237E-03;-1.810866692677043E-03;
2.040000000000000E+09;3.573325065373392E-01;-7.605850907278316E-01;4.597896958705824E-01;-7.092783415269724E-01;-1.174861585845140E-03;-1.727748892995870E-03;
2.041250000000000E+09;3.126512419163248E-01;-7.801652455869833E-01;4.174707313924754E-01;-7.347850183898367E-01;-1.301407470994774E-03;-1.621760764186437E-03;
2.042500000000000E+09;2.667110594407586E-01;-7.969275581593208E-01;3.739351482139561E-01;-7.577952961333306E-01;-1.369658995726394E-03;-1.550615926509514E-03;
2.043750000000000E+09;2.196838985901123E-01;-8.109864808637067E-01;3.288977088784982E-01;-7.781016987492062E-01;-1.469730155817482E-03;-1.403730995746234E-03;
2.045000000000000E+09;1.720264709327947E-01;-8.226610725833178E-01;2.828385700874630E-01;-7.959016808136439E-01;-1.490076362242812E-03;-1.301898731415374E-03;
2.046250000000000E+09;1.239452084987379E-01;-8.309803128267014E-01;2.358542719787520E-01;-8.110306429997947E-01;-1.568166232958269E-03;-1.184474576617441E-03;
2.047500000000000E+09;7.532609143463917E-02;-8.369417271286792E-01;1.880921330516821E-01;-8.232222567319257E-01;-1.599559809273118E-03;-1.114868088703999E-03;
2.048750000000000E+09;2.664467759008525E-02;-8.400037715765452E-01;1.394485845426436E-01;-8.330437800331454E-01;-1.615709381485997E-03;-9.853176608847099E-04;
2.050000000000000E+09;-2.228691348136317E-02;-8.400291415821330E-01;9.071670475250514E-02;-8.395555641452851E-01;-1.676012939550913E-03;-9.154073548307141E-04;
2.051250000000000E+09;-7.122458157791453E-02;-8.375082810104908E-01;4.138359174252610E-02;-8.431793490874715E-01;-1.689813701780802E-03;-8.378731500023641E-04;
2.052500000000000E+09;-1.201456126546778E-01;-8.321016255106026E-01;-7.969112828788497E-03;-8.441749732186006E-01;-1.741043430522548E-03;-7.536659135905001E-04;
2.053750000000000E+09;-1.683593625712714E-01;-8.237919122041587E-01;-5.728444689344411E-02;-8.419978839045766E-01;-1.745620906711023E-03;-6.541752762876621E-04;
2.055000000000000E+09;-2.159865537861343E-01;-8.123927056869705E-01;-1.063289923293781E-01;-8.373848923009567E-01;-1.767260582655778E-03;-5.793638286485017E-04;
2.056250000000000E+09;-2.623523042119006E-01;-7.988981951447787E-01;-1.552815598845308E-01;-8.296190103206803E-01;-1.823758245817170E-03;-5.332155972889800E-04;
2.057500000000000E+09;-3.083181662879661E-01;-7.825114193947139E-01;-2.033313195566279E-01;-8.191848640913894E-01;-1.851559303641414E-03;-4.483227798825758E-04;
2.058750000000000E+09;-3.529487426928871E-01;-7.635199221531599E-01;-2.506892415750354E-01;-8.056736509423791E-01;-1.893786932500068E-03;-3.580882365484093E-04;
2.060000000000000E+09;-3.967542392793806E-01;-7.418669969218373E-01;-2.974305282880957E-01;-7.895720426175291E-01;-1.963773078475631E-03;-2.468466232716251E-04;
2.061250000000000E+09;-4.388264970886174E-01;-7.180745456826506E-01;-3.430902898851245E-01;-7.712045807632486E-01;-1.951024262897441E-03;-1.125259523853574E-04;
2.062500000000000E+09;-4.792624724024652E-01;-6.918845176198852E-01;-3.873915831051558E-01;-7.500349952629346E-01;-1.989204192748406E-03;7.128377352034285E-05;
2.063750000000000E+09;-5.183798249494437E-01;-6.633954170008967E-01;-4.304964169849096E-01;-7.263855555493091E-01;-1.960822872965443E-03;1.188543410859559E-04;
2.065000000000000E+09;-5.557010256354631E-01;-6.327957246683910E-01;-4.719411333923390E-01;-7.003837399556735E-01;-1.927745323889346E-03;2.250395258377333E-04;
2.066250000000000E+09;-5.911691694593549E-01;-6.001769194321664E-01;-5.119645387830185E-01;-6.717231817509952E-01;-1.916718850398599E-03;3.710250153277857E-04;
2.067500000000000E+09;-6.246377022149329E-01;-5.658559750115678E-01;-5.502771821116980E-01;-6.411080877572680E-01;-1.898091725327353E-03;4.597981805254178E-04;
2.068750000000000E+09;-6.559681518965402E-01;-5.292837109023247E-01;-5.865700605181412E-01;-6.082102526836092E-01;-1.907475242257905E-03;5.889308095800970E-04;
2.070000000000000E+09;-6.855860530184035E-01;-4.911662214084027E-01;-6.207720842952702E-01;-5.733531705404491E-01;-1.854350741230402E-03;6.570239773051926E-04;
2.071250000000000E+09;-7.124933082578103E-01;-4.516800644789539E-01;-6.531068643814232E-01;-5.364053246741645E-01;-1.826798149285210E-03;8.245192518806317E-04;
2.072500000000000E+09;-7.371211872524479E-01;-4.105693921375391E-01;-6.830149752722346E-01;-4.980613675401124E-01;-1.751230454475401E-03;8.931511966642229E-04;
2.073750000000000E+09;-7.596053563624626E-01;-3.680397021669524E-01;-7.108087985162688E-01;-4.579513696028663E-01;-1.718125879825189E-03;1.027172898472008E-03;
2.075000000000000E+09;-7.794850707619826E-01;-3.246997113424911E-01;-7.361318745290201E-01;-4.164731152598276E-01;-1.623271993326896E-03;1.112314993742492E-03;
2.076250000000000E+09;-7.968020105298340E-01;-2.801888891065485E-01;-7.589995907943471E-01;-3.737063456189587E-01;-1.587193425034681E-03;1.188403004267474E-03;
2.077500000000000E+09;-8.116885588535305E-01;-2.346360704500955E-01;-7.792443414638668E-01;-3.298141649752993E-01;-1.504889317600177E-03;1.291562563272574E-03;
2.078750000000000E+09;-8.239681911501583E-01;-1.885838119305895E-01;-7.970058849161713E-01;-2.845984399658977E-01;-1.476761778473454E-03;1.354866463235183E-03;
2.080000000000000E+09;-8.335238228859475E-01;-1.421162533787665E-01;-8.120420650862900E-01;-2.387595508714572E-01;-1.389263058243839E-03;1.483212934055414E-03;
2.081250000000000E+09;-8.404901290406392E-01;-9.551974666980526E-02;-8.249243611319316E-01;-1.919926803333080E-01;-1.312116991030597E-03;1.532524866226107E-03;
2.082500000000000E+09;-8.447616515038220E-01;-4.851613854690655E-02;-8.345983604059067E-01;-1.448839839934589E-01;-1.246008216411083E-03;1.674909443962748E-03;
2.083750000000000E+09;-8.466427138549405E-01;-1.441377189187139E-03;-8.416425607613023E-01;-9.736797642309426E-02;-1.132382954492508E-03;1.748338866012182E-03;
2.085000000000000E+09;-8.456100935874965E-01;4.557549085742429E-02;-8.461763029931522E-01;-4.968061429242522E-02;-1.049978114445992E-03;1.822647488273265E-03;
2.086250000000000E+09;-8.420479818540468E-01;9.239149740097741E-02;-8.477980721323922E-01;-1.877118446581208E-03;-9.254747414644331E-04;1.914597853845854E-03;
2.087500000000000E+09;-8.360480704969458E-01;1.388859969287648E-01;-8.469155621614842E-01;4.585948881879356E-02;-7.784661845465414E-04;1.946773887316205E-03;
2.088750000000000E+09;-8.277415677298785E-01;1.847724875442455E-01;-8.434379325729940E-01;9.350553472961307E-02;-6.637355234729844E-04;2.029755224773586E-03;
2.090000000000000E+09;-8.164163298599253E-01;2.303102344206986E-01;-8.371869605720104E-01;1.405842420814706E-01;-4.811459357079441E-04;2.097627771048707E-03;
2.091250000000000E+09;-8.031219621436321E-01;2.750969043160765E-01;-8.282053276713599E-01;1.869950956331025E-01;-3.453524440260881E-04;2.128307048781562E-03;
2.092500000000000E+09;-7.870176375021729E-01;3.189135676727961E-01;-8.170976698229794E-01;2.331076890972430E-01;-1.796584545982539E-04;2.133813341003163E-03;
2.093750000000000E+09;-7.686064916472002E-01;3.617919039400195E-01;-8.032273409988736E-01;2.781145714746215E-01;-6.804534084540813E-05;2.142037477027384E-03;
2.095000000000000E+09;-7.480485243270694E-01;4.034335611602631E-01;-7.869786183043791E-01;3.223950747144502E-01;9.789583460798236E-05;2.115378838743875E-03;
2.096250000000000E+09;-7.252932822622473E-01;4.441910679586368E-01;-7.681368798568280E-01;3.654148583119796E-01;2.269000255017057E-04;2.074883702804536E-03;
2.097500000000000E+09;-7.002504436070964E-01;4.831627044984703E-01;-7.472205145709377E-01;4.074628003645805E-01;4.014332875246639E-04;2.030598850150419E-03;
2.098750000000000E+09;-6.730240177201129E-01;5.207849203393445E-01;-7.241634979807520E-01;4.481884692965264E-01;5.388683615544538E-04;1.985865302676671E-03;
2.100000000000000E+09;-6.439911913186792E-01;5.567310114687695E-01;-6.988178563288343E-01;4.872250373974197E-01;6.645245064219843E-04;1.932395633848131E-03;
2.101250000000000E+09;-6.133378575690858E-01;5.910431588886279E-01;-6.714497747871726E-01;5.251496619900650E-01;7.803933340283204E-04;1.856975724815321E-03;
2.102500000000000E+09;-5.804780835181603E-01;6.237152141244295E-01;-6.418856968109132E-01;5.613300338134403E-01;8.687788822191975E-04;1.753884326321388E-03;
2.103750000000000E+09;-5.464667680771411E-01;6.545254845170515E-01;-6.104006310514577E-01;5.959613983601556E-01;9.345694703672387E-04;1.707150859698230E-03;
2.105000000000000E+09;-5.105620439352428E-01;6.833825776466680E-01;-5.775862528211509E-01;6.285228325518044E-01;1.066608479699549E-03;1.617194289462004E-03;
2.106250000000000E+09;-4.732692832159359E-01;7.100586111820637E-01;-5.428097066498476E-01;6.594142977216816E-01;1.108081427591020E-03;1.521056267157213E-03;
2.107500000000000E+09;-4.347657961618323E-01;7.348725664402922E-01;-5.064304633198603E-01;6.882406914377287E-01;1.169846331044229E-03;1.443740582750020E-03;
2.108750000000000E+09;-3.948300048393842E-01;7.574903577674240E-01;-4.686808983978329E-01;7.150453208508488E-01;1.254000030099204E-03;1.382755004924218E-03;
2.110000000000000E+09;-3.538896222847221E-01;7.777586000828514E-01;-4.296627502496329E-01;7.394397196720911E-01;1.299955613903163E-03;1.284469519136547E-03;
2.111250000000000E+09;-3.120514613518693E-01;7.959163269141784E-01;-3.894894390031693E-01;7.619892217228965E-01;1.316976686230306E-03;1.193017431631115E-03;
2.112500000000000E+09;-2.692381258920690E-01;8.117182303758106E-01;-3.479739725842609E-01;7.819929394291387E-01;1.337880671260563E-03;1.113787582414318E-03;
2.113750000000000E+09;-2.258592658361349E-01;8.251791974701524E-01;-3.059077548853418E-01;8.000555080391837E-01;1.399530025300131E-03;1.064789019929646E-03;
2.115000000000000E+09;-1.815649617529072E-01;8.361260428254338E-01;-2.627266177927098E-01;8.153553644149247E-01;1.448068248247583E-03;1.016546180643399E-03;
2.116250000000000E+09;-1.371382847567075E-01;8.449199565200709E-01;-2.188361060844926E-01;8.284440102706443E-01;1.507169684093624E-03;9.497002079507324E-04;
2.117500000000000E+09;-9.228175889838905E-02;8.513820383528466E-01;-1.745023238016046E-01;8.394058907190359E-01;1.553505374757273E-03;8.636469858094208E-04;
2.118750000000000E+09;-4.704296974415221E-02;8.553819814814326E-01;-1.297507199629460E-01;8.475839932613984E-01;1.596643744609402E-03;7.571658109630517E-04;
2.120000000000000E+09;-1.794051054559785E-03;8.567989923446323E-01;-8.463730276773784E-02;8.536990775149574E-01;1.641587251505184E-03;6.935422690742150E-04;
2.121250000000000E+09;4.346912413275677E-02;8.563070016919858E-01;-3.920403069261575E-02;8.574259262770265E-01;1.686501380757586E-03;5.832947746285784E-04;
2.122500000000000E+09;8.889639494557411E-02;8.530691633514011E-01;6.202305441103444E-03;8.585598426987857E-01;1.721802530625818E-03;5.053557243429782E-04;
2.123750000000000E+09;1.341786985554625E-01;8.473468319452631E-01;5.162158418819768E-02;8.572586430837420E-01;1.790532868810250E-03;4.379546223295087E-04;
2.125000000000000E+09;1.788025777330788E-01;8.394501042200831E-01;9.689148843167047E-02;8.536885870173785E-01;1.804938864804005E-03;3.286290782516110E-04;
2.126250000000000E+09;2.230373698581908E-01;8.289972011104934E-01;1.416496620669217E-01;8.474016342118124E-01;1.849854817276532E-03;2.226582956919583E-04;
2.127500000000000E+09;2.664995001878765E-01;8.164231940595419E-01;1.862297147965249E-01;8.389720152310951E-01;1.840320019259551E-03;1.018594417760529E-04;
2.128750000000000E+09;3.092351604463489E-01;8.014529299432491E-01;2.300460964585493E-01;8.283780893139483E-01;1.869152056604705E-03;-2.036886763703862E-05;
2.130000000000000E+09;3.511746257000645E-01;7.843761709527232E-01;2.731170026660038E-01;8.154174002775573E-01;1.857827551658227E-03;-1.810737215732562E-04;
2.131250000000000E+09;3.919133868084132E-01;7.649653630236264E-01;3.158104674544852E-01;8.001681393932065E-01;1.855984542320677E-03;-2.800073594569426E-04;
2.132500000000000E+09;4.318440128419216E-01;7.431000691882499E-01;3.573090550676599E-01;7.824883671156002E-01;1.824380899553862E-03;-3.771118217830921E-04;
2.133750000000000E+09;4.704029463141644E-01;7.196184387987242E-01;3.976207726392659E-01;7.631129777425805E-01;1.772571433169689E-03;-5.063856711569805E-04;
2.135000000000000E+09;5.075361179767137E-01;6.941553322723268E-01;4.370711009198112E-01;7.412833276911081E-01;1.757675038019963E-03;-6.484872337402868E-04;
2.136250000000000E+09;5.435209100485210E-01;6.665836472494742E-01;4.754048628462371E-01;7.175483900224892E-01;1.700366794618983E-03;-6.830683704667886E-04;
2.137500000000000E+09;5.776642998762800E-01;6.370599097243225E-01;5.123204739394766E-01;6.918747977485182E-01;1.659953822580969E-03;-8.116966827118919E-04;
2.138750000000000E+09;6.102689243311104E-01;6.058805800529401E-01;5.475890819045035E-01;6.643288227153629E-01;1.614424110163206E-03;-9.319298243525755E-04;
2.140000000000000E+09;6.411468838416058E-01;5.731493063771405E-01;5.814894759916944E-01;6.346969021453489E-01;1.512173808055390E-03;-1.014070716729869E-03;
2.141250000000000E+09;6.704324897352644E-01;5.385314277495925E-01;6.141048933207693E-01;6.037955194435901E-01;1.437570096236703E-03;-1.155709318028636E-03;
2.142500000000000E+09;6.978987861774469E-01;5.026167277031570E-01;6.448079614015253E-01;5.710378890186947E-01;1.392839511662937E-03;-1.200148723572300E-03;
2.143750000000000E+09;7.235088759097797E-01;4.653599694348594E-01;6.735802402549649E-01;5.368281254653976E-01;1.297103705513216E-03;-1.303237927715540E-03;
2.145000000000000E+09;7.468862369771881E-01;4.265804963179610E-01;7.009152103922107E-01;5.008223541859232E-01;1.191999936030121E-03;-1.383234504176212E-03;
2.146250000000000E+09;7.685984655774528E-01;3.868021848215876E-01;7.258724922545812E-01;4.635907739721791E-01;1.037227266071710E-03;-1.432475399371232E-03;
2.147500000000000E+09;7.878049444802776E-01;3.457873537067002E-01;7.492972628672178E-01;4.253633419567817E-01;9.298279386465477E-04;-1.482032522395981E-03;
2.148750000000000E+09;8.049403899781319E-01;3.038946605784402E-01;7.704159993050252E-01;3.855295490875678E-01;8.492551218729635E-04;-1.514995334408480E-03;
2.150000000000000E+09;8.197330615305156E-01;2.611126778578639E-01;7.895246614044802E-01;3.448331706506930E-01;6.995329207711000E-04;-1.511319443057495E-03;
2.151250000000000E+09;8.323566257295423E-01;2.175326621245477E-01;8.064832812897790E-01;3.029036005450459E-01;6.663279664350652E-04;-1.521891930835303E-03;
2.152500000000000E+09;8.426719358716653E-01;1.733131322627320E-01;8.210957983498861E-01;2.602649293575938E-01;5.672239945843883E-04;-1.512421074708164E-03;
2.153750000000000E+09;8.505585107287520E-01;1.287366247690269E-01;8.336292793605175E-01;2.169594377879837E-01;5.031834490724795E-04;-1.520378754447410E-03;
2.155000000000000E+09;8.558953250457058E-01;8.366574467266014E-02;8.436840591187149E-01;1.728677207124798E-01;4.287351109751670E-04;-1.563140190653420E-03;
2.156250000000000E+09;8.591325992956442E-01;3.819756154575252E-02;8.516029181196356E-01;1.284871233284033E-01;3.344517144827475E-04;-1.615795343731635E-03;
2.157500000000000E+09;8.596467341154806E-01;-7.493406550293118E-03;8.569029031775715E-01;8.362144547892184E-02;2.802867064783282E-04;-1.584050006789634E-03;
2.158750000000000E+09;8.580178972084541E-01;-5.282032522671743E-02;8.597867949638759E-01;3.840805601359774E-02;1.725650025081344E-04;-1.643988637909659E-03;
2.160000000000000E+09;8.538302497838689E-01;-9.821074868427458E-02;8.604761979703892E-01;-6.791457004450815E-03;5.607107263799771E-05;-1.651623217722789E-03;
2.161250000000000E+09;8.471559612497209E-01;-1.431016786902224E-01;8.589410956646902E-01;-5.177724274530236E-02;-4.151323263957593E-06;-1.654114764340804E-03;
2.162500000000000E+09;8.384891354715829E-01;-1.879000203237776E-01;8.549188941953841E-01;-9.685860772955117E-02;-1.477056630332240E-04;-1.647703261193543E-03;
2.163750000000000E+09;8.273665343398011E-01;-2.318581535225197E-01;8.487805814453813E-01;-1.415269361869225E-01;-2.549370127572582E-04;-1.609075769322182E-03;
2.165000000000000E+09;8.135584440514094E-01;-2.753111463429471E-01;8.396816960654118E-01;-1.860192149093832E-01;-3.692532926145521E-04;-1.557992902814383E-03;
2.166250000000000E+09;7.977900455914585E-01;-3.181373285291291E-01;8.288534421309874E-01;-2.300982126755713E-01;-4.494860019758819E-04;-1.524791046089091E-03;
2.167500000000000E+09;7.794774822470318E-01;-3.600219344787465E-01;8.154683429367460E-01;-2.734649619257997E-01;-5.159907679960511E-04;-1.445298607584535E-03;
2.168750000000000E+09;7.592552168109866E-01;-4.010003826545148E-01;7.997565448530687E-01;-3.159772660408114E-01;-5.530388851801865E-04;-1.436741674474544E-03;
2.170000000000000E+09;7.364498561213327E-01;-4.406965894541714E-01;7.814637897881581E-01;-3.577646702798687E-01;-6.132908588977792E-04;-1.407144359346838E-03;
2.171250000000000E+09;7.115543358345723E-01;-4.791950593075281E-01;7.614739656528796E-01;-3.987295371013090E-01;-7.180676449207674E-04;-1.344149099928323E-03;
2.172500000000000E+09;6.847071891419841E-01;-5.162645874122744E-01;7.390067975218391E-01;-4.381531897246760E-01;-8.045570761553583E-04;-1.341951109368074E-03;
2.173750000000000E+09;6.559833771853080E-01;-5.520257058698155E-01;7.145440472133745E-01;-4.766948479437517E-01;-9.204114594310463E-04;-1.302260331918169E-03;
2.175000000000000E+09;6.251512733819860E-01;-5.861700395292514E-01;6.878624680610560E-01;-5.137007614916497E-01;-9.870718182478152E-04;-1.207962995681519E-03;
2.176250000000000E+09;5.926367990686808E-01;-6.187238433347155E-01;6.593591274683996E-01;-5.492858142252766E-01;-1.085729054506189E-03;-1.132037130358279E-03;
2.177500000000000E+09;5.582963815452034E-01;-6.493318299256897E-01;6.288623598283051E-01;-5.837256660157013E-01;-1.144535157811971E-03;-1.082934300730678E-03;
2.178750000000000E+09;5.221376604378732E-01;-6.782491995850942E-01;5.966631805393967E-01;-6.162069384507690E-01;-1.204920879736218E-03;-9.186116278821703E-04;
2.180000000000000E+09;4.848620872206587E-01;-7.050535010001190E-01;5.625577194565006E-01;-6.468775434362304E-01;-1.268977294857497E-03;-8.233351366097049E-04;
2.181250000000000E+09;4.460734677184713E-01;-7.298348405059345E-01;5.268942184399563E-01;-6.758220962061970E-01;-1.276268538177844E-03;-7.304852284254707E-04;
2.182500000000000E+09;4.061678722583876E-01;-7.526213041938187E-01;4.901486954239938E-01;-7.027898443286045E-01;-1.274419384365079E-03;-6.333058298759557E-04;
2.183750000000000E+09;3.652805159546517E-01;-7.732486313304977E-01;4.516944066509467E-01;-7.278902751225333E-01;-1.288416915688843E-03;-5.230723446470604E-04;
2.185000000000000E+09;3.231317361856234E-01;-7.913104674557562E-01;4.117358561720275E-01;-7.508499823681208E-01;-1.277887190378238E-03;-4.210301142773489E-04;
2.186250000000000E+09;2.798716025567489E-01;-8.074221633107781E-01;3.709601680546736E-01;-7.715459920991331E-01;-1.280082193350836E-03;-3.527975342097305E-04;
2.187500000000000E+09;2.362631811401276E-01;-8.211468171351297E-01;3.289719410780609E-01;-7.902088437950729E-01;-1.254876828963898E-03;-2.791687030757397E-04;
2.188750000000000E+09;1.916777388284021E-01;-8.325095121694426E-01;2.857007697160063E-01;-8.062289795417290E-01;-1.212775452111386E-03;-2.389077996985169E-04;
2.190000000000000E+09;1.463733120906990E-01;-8.414647506032934E-01;2.419462937498762E-01;-8.201194318240633E-01;-1.215442313669034E-03;-1.685968938380223E-04;
2.191250000000000E+09;1.007034770552085E-01;-8.478709374036044E-01;1.974043089568264E-01;-8.317670296474340E-01;-1.168136927338348E-03;-1.349915408153101E-04;
2.192500000000000E+09;5.485103792907119E-02;-8.518966252702969E-01;1.521409213118150E-01;-8.409587343887780E-01;-1.155064695561490E-03;-5.706682916618467E-05;
2.193750000000000E+09;8.971194226846379E-03;-8.533309809547129E-01;1.065947628829721E-01;-8.475379298442918E-01;-1.142841688656858E-03;1.449463148687318E-05;
2.195000000000000E+09;-3.709711041146839E-02;-8.524078077457558E-01;6.072338272772995E-02;-8.517114285521735E-01;-1.126764757997374E-03;4.293057393630495E-05;
2.196250000000000E+09;-8.297660935959852E-02;-8.491466892474776E-01;1.483077517060687E-02;-8.537021769638926E-01;-1.102464931619444E-03;9.785120868444936E-05;
2.197500000000000E+09;-1.288459477605296E-01;-8.430670411124018E-01;-3.139481745318264E-02;-8.526461556213600E-01;-1.065274838625808E-03;1.197167735803628E-04;
2.198750000000000E+09;-1.739967372248863E-01;-8.345048681190859E-01;-7.710139234957815E-02;-8.495853572529977E-01;-1.015790666061428E-03;1.561258515277463E-04;
2.200000000000000E+09;-2.188791000617731E-01;-8.235275166464461E-01;-1.229078170115017E-01;-8.437923199949241E-01;-9.958692675938487E-04;1.586277708896652E-04;
2.201250000000000E+09;-2.626885429875454E-01;-8.105597607974766E-01;-1.685675823646140E-01;-8.355616638285499E-01;-9.839151619492369E-04;2.055223396504151E-04;
2.202500000000000E+09;-3.061385356666116E-01;-7.949891686678032E-01;-2.134876644890232E-01;-8.249443054095262E-01;-9.446959152194157E-04;1.769210718846071E-04;
2.203750000000000E+09;-3.483850086919314E-01;-7.772119900631349E-01;-2.581913199899449E-01;-8.118573770406016E-01;-9.532159009092439E-04;2.249850196299709E-04;
2.205000000000000E+09;-3.898157896408802E-01;-7.570205616618229E-01;-3.013507022436098E-01;-7.964519571842146E-01;-9.575540205409189E-04;2.415233924447346E-04;
2.206250000000000E+09;-4.298982699988579E-01;-7.346763865886666E-01;-3.442071414794999E-01;-7.788743540601302E-01;-9.665583027008400E-04;2.449374030889544E-04;
2.207500000000000E+09;-4.686530966574858E-01;-7.104477963664944E-01;-3.859893199837466E-01;-7.590875600703060E-01;-9.851294121400039E-04;2.800834624626461E-04;
2.208750000000000E+09;-5.061894727248281E-01;-6.840987353422175E-01;-4.262756917510224E-01;-7.365501806164692E-01;-1.003970360825881E-03;3.349550426625885E-04;
2.210000000000000E+09;-5.420496239526712E-01;-6.557932407404055E-01;-4.656631973887073E-01;-7.121966812690911E-01;-9.952902950741279E-04;3.348469536469098E-04;
2.211250000000000E+09;-5.763232826142449E-01;-6.256710728818060E-01;-5.032637494118675E-01;-6.858627432954542E-01;-9.814505218216580E-04;3.894745462228825E-04;
