# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S22;im:Trc2_S22;re:Trc3_S21;im:Trc3_S21;
2.060000000000000E+09;-4.493929119976770E-01;-7.100004722232602E-01;-2.840904442996796E-01;-7.956779150900145E-01;1.089336095269508E-03;-9.098252115427196E-04;
2.061250000000000E+09;-4.893790536655077E-01;-6.835153195887910E-01;-3.300018154583483E-01;-7.780135108132663E-01;1.087091202330520E-03;-9.645695402029554E-04;
2.062500000000000E+09;-5.275365230278448E-01;-6.546235260724244E-01;-3.748317955660561E-01;-7.573365581309328E-01;1.016424673017912E-03;-1.073696546444965E-03;
2.063750000000000E+09;-5.641914823636835E-01;-6.238812846982335E-01;-4.181693110182987E-01;-7.344604639576854E-01;9.396280743693362E-04;-1.133380671973738E-03;
2.065000000000000E+09;-5.987958865147704E-01;-5.907294661274148E-01;-4.604891260527581E-01;-7.089074165311193E-01;9.086901283911322E-04;-1.195138883027111E-03;
2.066250000000000E+09;-6.316431991324308E-01;-5.562000956432913E-01;-5.012244232995297E-01;-6.808293603544724E-01;8.079954297260913E-04;-1.268022718153361E-03;
2.067500000000000E+09;-6.622072328609155E-01;-5.195201422432738E-01;-5.399675860046793E-01;-6.506873245215516E-01;7.352514914418163E-04;-1.325168001924483E-03;
2.068750000000000E+09;-6.910139908136042E-01;-4.813210507780252E-01;-5.767614351867725E-01;-6.184197483044063E-01;6.570669094753492E-04;-1.330613795428759E-03;
2.070000000000000E+09;-7.172457110578258E-01;-4.418263989680974E-01;-6.117997621391693E-01;-5.839113779629317E-01;5.676869317235244E-04;-1.377902166984255E-03;
2.071250000000000E+09;-7.413594312093021E-01;-4.009305064455659E-01;-6.446702225865248E-01;-5.475377066108214E-01;4.942468763753278E-04;-1.478135008155148E-03;
2.072500000000000E+09;-7.629991362518574E-01;-3.585017313998615E-01;-6.753061570182988E-01;-5.092617361778976E-01;4.006360673444047E-04;-1.472353303047776E-03;
2.073750000000000E+09;-7.824014616950837E-01;-3.151936539269457E-01;-7.039921143982913E-01;-4.694722234674215E-01;3.391913722737062E-04;-1.481612026009953E-03;
2.075000000000000E+09;-7.992380413718125E-01;-2.707096782488032E-01;-7.298845735747355E-01;-4.281727528259308E-01;2.590665195875644E-04;-1.480790896931206E-03;
2.076250000000000E+09;-8.135896643518292E-01;-2.257497710933455E-01;-7.534673872018361E-01;-3.856059083042164E-01;1.730428729208022E-04;-1.489003665991902E-03;
2.077500000000000E+09;-8.250798214748024E-01;-1.798490057367343E-01;-7.741884922769057E-01;-3.418610111277663E-01;7.587779927551365E-05;-1.506819102611573E-03;
2.078750000000000E+09;-8.343536649460219E-01;-1.335192288437011E-01;-7.928183503748043E-01;-2.970336937476172E-01;-1.280057236643318E-05;-1.541537324440893E-03;
2.080000000000000E+09;-8.406531514858262E-01;-8.690106220454238E-02;-8.088652042050885E-01;-2.512084918363282E-01;-6.891159684915569E-05;-1.493702656270634E-03;
2.081250000000000E+09;-8.445671991526861E-01;-4.042873471993080E-02;-8.222235761229968E-01;-2.046642046651043E-01;-1.602011370917807E-04;-1.504064238942822E-03;
2.082500000000000E+09;-8.459865541605698E-01;6.377168441708170E-03;-8.327765429049664E-01;-1.575825886340511E-01;-2.325921138269848E-04;-1.473727641304129E-03;
2.083750000000000E+09;-8.447863722530291E-01;5.314789417904637E-02;-8.404893228829318E-01;-1.099507190788278E-01;-3.489732700076626E-04;-1.516755188364120E-03;
2.085000000000000E+09;-8.408891127266976E-01;9.948347906686929E-02;-8.458706252856254E-01;-6.199384065765295E-02;-4.649364357049684E-04;-1.453395771446135E-03;
2.086250000000000E+09;-8.345358753613156E-01;1.453927901981214E-01;-8.481128748549950E-01;-1.403020129001305E-02;-5.064736190982758E-04;-1.408843290175042E-03;
2.087500000000000E+09;-8.256079706090463E-01;1.910780514575796E-01;-8.480972427271561E-01;3.402456418826513E-02;-5.797275125566079E-04;-1.336109626829382E-03;
2.088750000000000E+09;-8.143807414626610E-01;2.360242734926518E-01;-8.448060619848862E-01;8.168921931031489E-02;-6.571855083317143E-04;-1.292702473432192E-03;
2.090000000000000E+09;-8.005958453695909E-01;2.804208492814994E-01;-8.392416719048742E-01;1.291552826884680E-01;-7.012329844371263E-04;-1.236111731670849E-03;
2.091250000000000E+09;-7.845659087418060E-01;3.237516233072615E-01;-8.311317483256372E-01;1.762173813581910E-01;-7.130603505774890E-04;-1.181325277073722E-03;
2.092500000000000E+09;-7.661521995849255E-01;3.661274010215479E-01;-8.202614038756203E-01;2.222980284355455E-01;-7.304508035509375E-04;-1.146938864306209E-03;
2.093750000000000E+09;-7.454370059249338E-01;4.073109221524956E-01;-8.070650379699477E-01;2.676584061244960E-01;-7.575461449412148E-04;-1.092980223149005E-03;
2.095000000000000E+09;-7.226188760288937E-01;4.473262111805192E-01;-7.911333321770778E-01;3.122533298765568E-01;-7.678403893458597E-04;-1.103437740771410E-03;
2.096250000000000E+09;-6.976646198169488E-01;4.860149436303657E-01;-7.728511095079349E-01;3.557966681143614E-01;-7.864268998191127E-04;-1.087635683253946E-03;
2.097500000000000E+09;-6.704955368379210E-01;5.233202889580120E-01;-7.523401005271757E-01;3.981508290114485E-01;-8.403705202236086E-04;-1.103222755745463E-03;
2.098750000000000E+09;-6.414463438236123E-01;5.589999542384928E-01;-7.297694709699982E-01;4.392556024412744E-01;-8.888428839101942E-04;-1.081021749304592E-03;
2.100000000000000E+09;-6.107980461307234E-01;5.928131259738560E-01;-7.046121623770308E-01;4.788877144241315E-01;-9.136120517174677E-04;-1.092698432490874E-03;
2.101250000000000E+09;-5.784695970882910E-01;6.250863368604268E-01;-6.775672944785507E-01;5.173037394995287E-01;-1.013340273425581E-03;-1.073371098607653E-03;
2.102500000000000E+09;-5.445301732435206E-01;6.553742841082045E-01;-6.483813857255999E-01;5.540379950015613E-01;-1.084529466666116E-03;-1.070375294749816E-03;
2.103750000000000E+09;-5.089944527543813E-01;6.837453487178894E-01;-6.173728897577112E-01;5.888395008297151E-01;-1.133921964403596E-03;-1.035616999597897E-03;
2.105000000000000E+09;-4.721071362515960E-01;7.104718921585397E-01;-5.846017665991483E-01;6.220343832182114E-01;-1.244147323251771E-03;-1.046619421381029E-03;
2.106250000000000E+09;-4.338049578411599E-01;7.347377066334636E-01;-5.501948455214375E-01;6.532452724401943E-01;-1.332095944518828E-03;-9.700224796539805E-04;
2.107500000000000E+09;-3.942795379334268E-01;7.571932188209418E-01;-5.138342130929474E-01;6.824030624544210E-01;-1.394032710689106E-03;-9.477133373585884E-04;
2.108750000000000E+09;-3.537237930971474E-01;7.774650702430916E-01;-4.763432545645783E-01;7.097631150616573E-01;-1.492524090838237E-03;-8.734719796191157E-04;
2.110000000000000E+09;-3.122045239099832E-01;7.954807057648893E-01;-4.374847078351304E-01;7.348354272373223E-01;-1.587427111627448E-03;-8.091276871549692E-04;
2.111250000000000E+09;-2.699222769951379E-01;8.111632166945182E-01;-3.971607851106392E-01;7.576856973491467E-01;-1.690989681980949E-03;-7.087807426330263E-04;
2.112500000000000E+09;-2.267959292529527E-01;8.248225917853573E-01;-3.559496487059183E-01;7.785369157619060E-01;-1.736633130916816E-03;-5.920736146563883E-04;
2.113750000000000E+09;-1.830127710991175E-01;8.359756768875807E-01;-3.136298822866422E-01;7.967692487970335E-01;-1.810719102104404E-03;-5.114313764291255E-04;
2.115000000000000E+09;-1.388908091665582E-01;8.447513605841336E-01;-2.705277235699468E-01;8.126731045822710E-01;-1.862526243751714E-03;-3.723988944568601E-04;
2.116250000000000E+09;-9.439289796818767E-02;8.511413569961072E-01;-2.267542297435905E-01;8.263751562537575E-01;-1.887945888776303E-03;-2.711278606674203E-04;
2.117500000000000E+09;-4.949165054229349E-02;8.553858343518150E-01;-1.824387210963180E-01;8.376564616704193E-01;-1.905231999106285E-03;-1.267922118638885E-04;
2.118750000000000E+09;-4.537257624111927E-03;8.570150038233766E-01;-1.373959969668999E-01;8.464001207178762E-01;-1.941448140309175E-03;-7.368024336689652E-06;
2.120000000000000E+09;4.037469437291211E-02;8.563980247276410E-01;-9.227213518266676E-02;8.527569784563532E-01;-1.848592068823746E-03;1.129368967369641E-04;
2.121250000000000E+09;8.547677200549920E-02;8.533246464933759E-01;-4.674621149755329E-02;8.568654263601344E-01;-1.938720747327786E-03;2.364571597058347E-04;
2.122500000000000E+09;1.301954207528400E-01;8.480848450488587E-01;-1.305565719528672E-03;8.583328065538904E-01;-1.949482657442973E-03;3.580791115796360E-04;
2.123750000000000E+09;1.746204110527849E-01;8.402690998572420E-01;4.422913086992175E-02;8.573463944813570E-01;-1.937869150229782E-03;5.080063643939687E-04;
2.125000000000000E+09;2.185613457792905E-01;8.303108459593803E-01;8.955821495777443E-02;8.540923325009517E-01;-1.907197746183063E-03;6.299931066997838E-04;
2.126250000000000E+09;2.617771273895934E-01;8.179276804868211E-01;1.346760048783666E-01;8.484153485139079E-01;-1.835185891700413E-03;7.434541081717980E-04;
2.127500000000000E+09;3.042606944346012E-01;8.032669121963638E-01;1.791970317659304E-01;8.405592460471705E-01;-1.755057686572895E-03;8.805687372947070E-04;
2.128750000000000E+09;3.458359509726234E-01;7.865634920630913E-01;2.233111612997312E-01;8.301590686127694E-01;-1.712568440267741E-03;9.831091640954423E-04;
2.130000000000000E+09;3.865741705932405E-01;7.676239806805216E-01;2.669110683266178E-01;8.175363451794045E-01;-1.636481377848251E-03;1.032969319035876E-03;
2.131250000000000E+09;4.263886401060598E-01;7.464296358717644E-01;3.095135498838233E-01;8.026965498437820E-01;-1.606594201486166E-03;1.075559749377357E-03;
2.132500000000000E+09;4.648303387897728E-01;7.233809460371773E-01;3.514062352261358E-01;7.853303485293446E-01;-1.546295739641157E-03;1.210218958922479E-03;
2.133750000000000E+09;5.017590012639886E-01;6.983312966470903E-01;3.922721375371416E-01;7.659156098784978E-01;-1.480213988908748E-03;1.289331463193713E-03;
2.135000000000000E+09;5.376032386043507E-01;6.713528338416022E-01;4.321101620573818E-01;7.445967497780427E-01;-1.408367533871189E-03;1.369789010417657E-03;
2.136250000000000E+09;5.718461074120074E-01;6.426823481942071E-01;4.704740422854440E-01;7.209777667738417E-01;-1.359198955473781E-03;1.426926595855358E-03;
2.137500000000000E+09;6.046387281838602E-01;6.120566662976852E-01;5.077027697032628E-01;6.954772510696472E-01;-1.274116335262035E-03;1.537745318853983E-03;
2.138750000000000E+09;6.358067617558776E-01;5.799660586683195E-01;5.435269542808923E-01;6.680096702398906E-01;-1.175823193512956E-03;1.576844643180243E-03;
2.140000000000000E+09;6.649757854074261E-01;5.459537883036809E-01;5.776651355127561E-01;6.384062847247237E-01;-1.090753157163264E-03;1.649063512692206E-03;
2.141250000000000E+09;6.928347696599999E-01;5.103921524913172E-01;6.104070441079441E-01;6.077738747638546E-01;-1.030208841341549E-03;1.745145926499840E-03;
2.142500000000000E+09;7.185409676809899E-01;4.738168021582753E-01;6.416454953095143E-01;5.749593537453542E-01;-9.434766274607349E-04;1.796807819166370E-03;
2.143750000000000E+09;7.422512819402978E-01;4.358632458133914E-01;6.708229222061349E-01;5.408458482400730E-01;-8.476286417189062E-04;1.862854972200653E-03;
2.145000000000000E+09;7.640232800985780E-01;3.964600342540007E-01;6.983465146102156E-01;5.048336192752094E-01;-7.237836092264317E-04;1.889675094619645E-03;
2.146250000000000E+09;7.839328286623588E-01;3.558108611050887E-01;7.239268740647623E-01;4.676300384362973E-01;-6.172079978057317E-04;1.960045492304197E-03;
2.147500000000000E+09;8.013381593268695E-01;3.143848252264689E-01;7.473376025025179E-01;4.290158791962982E-01;-5.159874704882476E-04;1.989017739396858E-03;
2.148750000000000E+09;8.166337812861832E-01;2.721119907281447E-01;7.690012094750992E-01;3.893135941564552E-01;-4.148739080142794E-04;2.029236794734351E-03;
2.150000000000000E+09;8.297619850537458E-01;2.292022842683041E-01;7.882499673338175E-01;3.485471384730897E-01;-3.062709065998662E-04;2.072012776991022E-03;
2.151250000000000E+09;8.403530262940774E-01;1.853663862006591E-01;8.055033705764059E-01;3.066508112540449E-01;-1.463666646611718E-04;2.079410137316222E-03;
2.152500000000000E+09;8.489522209542464E-01;1.411215154903399E-01;8.202187790546939E-01;2.639834359178622E-01;3.043362554618282E-06;2.115331404412355E-03;
2.153750000000000E+09;8.550402187113253E-01;9.636728861228985E-02;8.329323305812897E-01;2.204717779996330E-01;7.464581766595238E-05;2.078963793074314E-03;
2.155000000000000E+09;8.586810289821785E-01;5.151498424739372E-02;8.432454361352981E-01;1.763557931056320E-01;2.053329021044421E-04;2.034448934605964E-03;
2.156250000000000E+09;8.601518093471980E-01;6.561994850748221E-03;8.514047109533702E-01;1.318440997369303E-01;3.459055966600615E-04;2.023719708314260E-03;
2.157500000000000E+09;8.592628169900517E-01;-3.862466653053372E-02;8.566617642147104E-01;8.663018112738582E-02;4.776248118985174E-04;1.917807887227199E-03;
2.158750000000000E+09;8.556594681909429E-01;-8.361264949341179E-02;8.599640378870423E-01;4.115629818037638E-02;5.401240886976562E-04;1.913673261973267E-03;
2.160000000000000E+09;8.499199579557772E-01;-1.285676280539050E-01;8.606058940473101E-01;-4.112167503271519E-03;6.095761871441858E-04;1.863092403989069E-03;
2.161250000000000E+09;8.420414566378567E-01;-1.728129398306176E-01;8.594818192413313E-01;-4.936599724862022E-02;6.680077126289692E-04;1.812424509909924E-03;
2.162500000000000E+09;8.318787869383539E-01;-2.167079036119981E-01;8.555540322851595E-01;-9.459792004120442E-02;7.323971886305030E-04;1.806722389610176E-03;
2.163750000000000E+09;8.192443365317585E-01;-2.599405544088371E-01;8.491483787782966E-01;-1.395060406659844E-01;8.004015200529704E-04;1.785626352916701E-03;
2.165000000000000E+09;8.042055056417924E-01;-3.028043783227173E-01;8.405517423165545E-01;-1.840706416607798E-01;8.884410297656128E-04;1.753146809181137E-03;
2.166250000000000E+09;7.871738894094346E-01;-3.448122778801747E-01;8.294613472639430E-01;-2.279049492524015E-01;9.852977975198538E-04;1.712587643156165E-03;
2.167500000000000E+09;7.676025768986212E-01;-3.857330807434437E-01;8.162006313782908E-01;-2.717162483036653E-01;1.083094969153039E-03;1.684627867511471E-03;
2.168750000000000E+09;7.460453268526405E-01;-4.256177113784098E-01;8.006119443977342E-01;-3.143908925603545E-01;1.166599308539645E-03;1.653362406667912E-03;
2.170000000000000E+09;7.222967486569255E-01;-4.644909745246281E-01;7.826304034759939E-01;-3.564062520706243E-01;1.237519468091932E-03;1.593187266358841E-03;
2.171250000000000E+09;6.964557696727678E-01;-5.018235757512226E-01;7.622394481881120E-01;-3.973796827462883E-01;1.318101606075840E-03;1.535937381205851E-03;
2.172500000000000E+09;6.685942341937409E-01;-5.378744781844315E-01;7.399461553431611E-01;-4.370882551550407E-01;1.425249489173051E-03;1.482463877034911E-03;
2.173750000000000E+09;6.388927555952114E-01;-5.725827337791122E-01;7.152525712004792E-01;-4.758817652222839E-01;1.489577273097999E-03;1.451833586638118E-03;
2.175000000000000E+09;6.072399792742641E-01;-6.055807197528869E-01;6.885593397854076E-01;-5.130252572593725E-01;1.571643787790407E-03;1.386266436125171E-03;
2.176250000000000E+09;5.738853301782983E-01;-6.369883301236844E-01;6.600410289592546E-01;-5.490524844361001E-01;1.691802170083037E-03;1.302529421929266E-03;
2.177500000000000E+09;5.388851526455014E-01;-6.664394973974853E-01;6.295157565802860E-01;-5.830122726362564E-01;1.769105670280455E-03;1.232610238922234E-03;
2.178750000000000E+09;5.023158380482706E-01;-6.939402295004464E-01;5.970328742706054E-01;-6.158192561280935E-01;1.826022282679789E-03;1.123205062598525E-03;
2.180000000000000E+09;4.641309175408762E-01;-7.196611275518121E-01;5.629166388796188E-01;-6.467710805290915E-01;1.882374309552187E-03;1.010221702489478E-03;
2.181250000000000E+09;4.249043828043501E-01;-7.431788626765886E-01;5.273208379069860E-01;-6.757337204014939E-01;1.927502474651844E-03;9.405269204407561E-04;
2.182500000000000E+09;3.849105518838957E-01;-7.644680997346669E-01;4.902232867539641E-01;-7.028200642728670E-01;1.938889682849005E-03;8.638396558054412E-04;
2.183750000000000E+09;3.434714438611488E-01;-7.836274755275743E-01;4.517367844767005E-01;-7.280234294151888E-01;1.973565017151267E-03;7.693459908427772E-04;
2.185000000000000E+09;3.010254192552067E-01;-8.004858816333653E-01;4.117722489299037E-01;-7.509237229514211E-01;2.026518779690224E-03;6.883209610446038E-04;
2.186250000000000E+09;2.579958333068713E-01;-8.153397988064197E-01;3.708165822014037E-01;-7.717052561721011E-01;2.068009783653279E-03;6.059291308557359E-04;
2.187500000000000E+09;2.138797005979112E-01;-8.277460437635841E-01;3.285871494312886E-01;-7.904095296072482E-01;2.150201661498043E-03;5.443943030264404E-04;
2.188750000000000E+09;1.694559765061975E-01;-8.378972006645311E-01;2.852974935090069E-01;-8.065717173850492E-01;2.161779820168009E-03;4.279973457657205E-04;
2.190000000000000E+09;1.241699376383539E-01;-8.454973705543036E-01;2.412350005437592E-01;-8.206898297549421E-01;2.258837393267300E-03;3.226502535328801E-04;
2.191250000000000E+09;7.882380291527910E-02;-8.507696287230404E-01;1.967310615459881E-01;-8.321855173297847E-01;2.293223234170579E-03;2.209516099511876E-04;
2.192500000000000E+09;3.342922795064995E-02;-8.535297014360861E-01;1.512951937097988E-01;-8.411820128041054E-01;2.359108592288332E-03;8.876409201853760E-05;
2.193750000000000E+09;-1.238287164423609E-02;-8.539669740574208E-01;1.055583493841435E-01;-8.479366441621322E-01;2.371367222508535E-03;-5.954081053223449E-05;
2.195000000000000E+09;-5.796146519624862E-02;-8.517410085108901E-01;5.955810467348120E-02;-8.519411943411151E-01;2.401932773801416E-03;-1.616665755880652E-04;
2.196250000000000E+09;-1.036396113504206E-01;-8.473176395729454E-01;1.356097993598513E-02;-8.535570559641715E-01;2.390401206208883E-03;-2.914397296541295E-04;
2.197500000000000E+09;-1.488020177255359E-01;-8.404162937879592E-01;-3.259647446711407E-02;-8.529057048184500E-01;2.361234292955964E-03;-4.183406063556243E-04;
2.198750000000000E+09;-1.935533337171051E-01;-8.309759178917089E-01;-7.859317751388704E-02;-8.495266792004975E-01;2.416946613512082E-03;-5.292103575483178E-04;
2.200000000000000E+09;-2.378607603159890E-01;-8.192267017970047E-01;-1.246964025925567E-01;-8.437308182938228E-01;2.389296998083517E-03;-6.896083251571872E-04;
2.201250000000000E+09;-2.810801857468603E-01;-8.051899087667981E-01;-1.700880704630105E-01;-8.354555985185226E-01;2.376592908089757E-03;-8.124162387376565E-04;
2.202500000000000E+09;-3.240256485513369E-01;-7.887865546652941E-01;-2.152217931809300E-01;-8.246577063106457E-01;2.377603712010737E-03;-9.661857627092057E-04;
2.203750000000000E+09;-3.659071473513578E-01;-7.701117964564852E-01;-2.600428002414890E-01;-8.114876098264654E-01;2.319533256693627E-03;-1.044779181202857E-03;
2.205000000000000E+09;-4.064683751698440E-01;-7.492690085742837E-01;-3.035827775273196E-01;-7.958827619834015E-01;2.299069658129652E-03;-1.252410027176077E-03;
2.206250000000000E+09;-4.459442046159884E-01;-7.262929788476672E-01;-3.462069159690329E-01;-7.779602594088599E-01;2.239642574997592E-03;-1.338173589126596E-03;
2.207500000000000E+09;-4.840694796051747E-01;-7.013912995324911E-01;-3.875654181212485E-01;-7.576487560985470E-01;2.236040196317597E-03;-1.537481560835219E-03;
2.208750000000000E+09;-5.205427973592176E-01;-6.741522669931386E-01;-4.282032475318935E-01;-7.354742258047070E-01;2.123326269083698E-03;-1.646406683166844E-03;
2.210000000000000E+09;-5.558891255703726E-01;-6.454310058447458E-01;-4.670382257636147E-01;-7.111601632293583E-01;2.048602477802559E-03;-1.846074523930086E-03;
2.211250000000000E+09;-5.895754474090540E-01;-6.146468757027054E-01;-5.049442213427022E-01;-6.844916629117797E-01;1.954554964011328E-03;-2.002785797977589E-03;
2.212500000000000E+09;-6.212014020252195E-01;-5.825549234854850E-01;-5.411643088225977E-01;-6.561739589761469E-01;1.811810148437739E-03;-2.191951271961954E-03;
