# Version 1.00
#
freq[Hz];db:Trc1_S11;ang:Trc1_S11;db:Trc2_S22;ang:Trc2_S22;db:Trc3_S21;ang:Trc3_S21;
2.076250000000000E+09;-8.238628176449059E-01;-6.085750065329859E+01;-1.506710680749108E+00;-1.492506112398331E+02;-5.734483045843854E+01;1.494708556977340E+02;
2.077500000000000E+09;-8.254890537480429E-01;-6.325066942473288E+01;-1.505509923123893E+00;-1.525722644918623E+02;-5.722655698685013E+01;1.469753228471874E+02;
2.078750000000000E+09;-8.260451629786886E-01;-6.564634889414513E+01;-1.502198710159716E+00;-1.558831370192324E+02;-5.715748398962020E+01;1.436529584072421E+02;
2.080000000000000E+09;-8.290435357934718E-01;-6.802047198886230E+01;-1.501157709525127E+00;-1.591737084798851E+02;-5.701617898761329E+01;1.419356598651088E+02;
2.081250000000000E+09;-8.305985782454113E-01;-7.040555009648831E+01;-1.497248607699551E+00;-1.624691220651418E+02;-5.698128180725823E+01;1.394048578938420E+02;
2.082500000000000E+09;-8.299119114255192E-01;-7.278146188817766E+01;-1.493961138772532E+00;-1.657639323151528E+02;-5.700062912216808E+01;1.365015741449334E+02;
2.083750000000000E+09;-8.340292726443022E-01;-7.516690605393580E+01;-1.492457712021928E+00;-1.690509184776742E+02;-5.715126962663385E+01;1.338353715327474E+02;
2.085000000000000E+09;-8.322926489797043E-01;-7.752805549212015E+01;-1.489425615088320E+00;-1.723068786489438E+02;-5.695404647336423E+01;1.314378680612467E+02;
2.086250000000000E+09;-8.339092548172621E-01;-7.992006648348499E+01;-1.486242048930194E+00;-1.755724315944088E+02;-5.687805063827717E+01;1.277483925134602E+02;
2.087500000000000E+09;-8.343494091900392E-01;-8.229558822276408E+01;-1.483455235450814E+00;-1.788279523178144E+02;-5.664589057043013E+01;1.257688339280729E+02;
2.088750000000000E+09;-8.355237142896200E-01;-8.468795343894021E+01;-1.478452076498937E+00;1.779097425995208E+02;-5.673353475044549E+01;1.225596189992077E+02;
2.090000000000000E+09;-8.380475910264427E-01;-8.707805683429457E+01;-1.475514041955255E+00;1.746933431776805E+02;-5.674563145229537E+01;1.205202565586925E+02;
2.091250000000000E+09;-8.392332353752009E-01;-8.946145057983853E+01;-1.473066966473180E+00;1.714475008641912E+02;-5.655432739280332E+01;1.167007970903141E+02;
2.092500000000000E+09;-8.387659810746152E-01;-9.184317648751419E+01;-1.467980024487166E+00;1.682297735628487E+02;-5.650717819681223E+01;1.151541227785263E+02;
2.093750000000000E+09;-8.411545694581297E-01;-9.423903594441084E+01;-1.466903615730875E+00;1.650038554513208E+02;-5.623494653933959E+01;1.123407075831363E+02;
2.095000000000000E+09;-8.429569825402307E-01;-9.663356589064902E+01;-1.462150751019820E+00;1.618108396444061E+02;-5.634054896238911E+01;1.096779585776290E+02;
2.096250000000000E+09;-8.450902135987891E-01;-9.904665568675470E+01;-1.458312930609133E+00;1.586118736114115E+02;-5.620506366925574E+01;1.070224434517065E+02;
2.097500000000000E+09;-8.464294483885247E-01;-1.014544036673892E+02;-1.454790671004546E+00;1.554268944579479E+02;-5.618547027836365E+01;1.032918444301072E+02;
2.098750000000000E+09;-8.497569175649876E-01;-1.038428110150394E+02;-1.450622358553329E+00;1.522483112630100E+02;-5.607107268457158E+01;1.004411206577720E+02;
2.100000000000000E+09;-8.489517843711026E-01;-1.062555500947101E+02;-1.445374073432458E+00;1.490766392744353E+02;-5.598099573493498E+01;9.871837223865239E+01;
2.101250000000000E+09;-8.512465014076276E-01;-1.086286339778279E+02;-1.440740496764628E+00;1.459138786920395E+02;-5.582942633756573E+01;9.759799556526670E+01;
2.102500000000000E+09;-8.494255733358724E-01;-1.110306072654518E+02;-1.435865214813792E+00;1.427532184189316E+02;-5.585075864814098E+01;9.227140452649216E+01;
2.103750000000000E+09;-8.497507181161567E-01;-1.134169333945569E+02;-1.434226016351380E+00;1.395962011870897E+02;-5.574933178189595E+01;8.996648861670408E+01;
2.105000000000000E+09;-8.509771529295562E-01;-1.158170677666130E+02;-1.429022794857550E+00;1.364388291970867E+02;-5.584442837014862E+01;8.430306161214212E+01;
2.106250000000000E+09;-8.512299429870469E-01;-1.182203682941876E+02;-1.424739717140549E+00;1.332933573335011E+02;-5.566744754316697E+01;8.252123557176736E+01;
2.107500000000000E+09;-8.517913808396983E-01;-1.206068339694211E+02;-1.420270673952489E+00;1.301694376382766E+02;-5.562901400118559E+01;8.122551912402005E+01;
2.108750000000000E+09;-8.530807684635850E-01;-1.229805981203055E+02;-1.417421706265631E+00;1.270341744180095E+02;-5.586050971270204E+01;7.833787732172077E+01;
2.110000000000000E+09;-8.530208865411287E-01;-1.253679349501528E+02;-1.411211189410015E+00;1.239211988097780E+02;-5.560706665957725E+01;7.470085086477864E+01;
2.111250000000000E+09;-8.557864195068953E-01;-1.277524127240612E+02;-1.409651992589029E+00;1.208158779480733E+02;-5.597223879152758E+01;7.088867745981565E+01;
2.112500000000000E+09;-8.536233020197492E-01;-1.301307147383638E+02;-1.404400820144450E+00;1.177099386451242E+02;-5.533954967081666E+01;6.893578958556611E+01;
2.113750000000000E+09;-8.571835843182330E-01;-1.325143035305953E+02;-1.399595551416985E+00;1.146079356407345E+02;-5.542882043883901E+01;6.574334338505645E+01;
2.115000000000000E+09;-8.550462471131151E-01;-1.348943521952281E+02;-1.395924523020528E+00;1.115374429980124E+02;-5.554068115606582E+01;6.333885882341813E+01;
2.116250000000000E+09;-8.547828834383796E-01;-1.372744106243121E+02;-1.392286895023565E+00;1.084521928178653E+02;-5.544122826594426E+01;6.041397228153244E+01;
2.117500000000000E+09;-8.565226094260907E-01;-1.396609084104648E+02;-1.388374736884172E+00;1.053723354950317E+02;-5.537756305636688E+01;5.847306181042517E+01;
2.118750000000000E+09;-8.573455776319672E-01;-1.420292653062634E+02;-1.383534903680163E+00;1.023094431471176E+02;-5.524187335333080E+01;5.442392827087140E+01;
2.120000000000000E+09;-8.596269019124709E-01;-1.443950311924777E+02;-1.382166476145509E+00;9.924360803873414E+01;-5.538292785151345E+01;5.222089851753235E+01;
2.121250000000000E+09;-8.599814015316765E-01;-1.467675147411169E+02;-1.377520118622104E+00;9.616967210402959E+01;-5.510905034705011E+01;4.901745264196455E+01;
2.122500000000000E+09;-8.589974239316216E-01;-1.491658034605029E+02;-1.371456248917828E+00;9.312654843297820E+01;-5.517728629868795E+01;4.651122638676201E+01;
2.123750000000000E+09;-8.585273046340915E-01;-1.515366410160463E+02;-1.367263993023748E+00;9.007459143482021E+01;-5.509733189550509E+01;4.353838900460064E+01;
2.125000000000000E+09;-8.603140835095950E-01;-1.539124588338722E+02;-1.365636550550670E+00;8.701273611006923E+01;-5.503012997165867E+01;4.023420946919593E+01;
2.126250000000000E+09;-8.588372008989881E-01;-1.562748986530463E+02;-1.359904667203818E+00;8.397518435587259E+01;-5.511169557893888E+01;3.680996398508378E+01;
2.127500000000000E+09;-8.616369645331796E-01;-1.586382767441091E+02;-1.359427458177838E+00;8.092260870825066E+01;-5.488289974208671E+01;3.358569434143526E+01;
2.128750000000000E+09;-8.601163638120020E-01;-1.610048509692996E+02;-1.354367388018410E+00;7.789383760135738E+01;-5.503332562120712E+01;3.190717165270090E+01;
